user_id	pop_ratio
0	0.8695652173913043
1	0.25735294117647056
2	0.6451612903225806
3	0.7777777777777778
4	0.8974358974358975
5	0.5
6	0.2413793103448276
7	0.4117647058823529
8	0.5522388059701493
9	0.7246376811594203
10	0.34782608695652173
11	0.7538461538461538
12	0.5625
13	0.4755905511811024
14	0.5
15	0.5789473684210527
16	0.6896551724137931
17	0.39285714285714285
18	0.8392857142857143
19	0.8333333333333334
20	0.8111888111888111
21	0.6060606060606061
22	0.4959677419354839
23	0.39473684210526316
24	0.7314814814814815
25	0.8043478260869565
26	0.68
27	0.5333333333333333
28	0.8670520231213873
29	0.4470899470899471
30	0.8014184397163121
31	0.9
32	0.53125
33	0.7916666666666666
34	0.7704918032786885
35	0.5
36	0.8985507246376812
37	0.4186046511627907
38	0.5345911949685535
39	0.4260869565217391
40	0.43478260869565216
41	0.7142857142857143
42	0.8373983739837398
43	0.6226415094339622
44	0.9090909090909091
45	0.6296296296296297
46	0.6842105263157895
47	0.5957446808510638
48	0.6181818181818182
49	0.5843373493975904
50	0.6078431372549019
51	0.753731343283582
52	0.6735751295336787
53	0.7622950819672131
54	0.7215189873417721
55	0.7358490566037735
56	0.5686274509803921
57	0.6190476190476191
58	0.672566371681416
59	0.7888888888888889
60	0.5452196382428941
61	0.64
62	0.3986013986013986
63	0.33727810650887574
64	0.7857142857142857
65	0.78
66	0.6181818181818182
67	0.8
68	0.578125
69	0.7755102040816326
70	0.39356814701378257
71	0.7950819672131147
72	0.9130434782608695
73	0.46808510638297873
74	0.7674418604651163
75	0.8068965517241379
76	0.6326530612244898
77	0.8181818181818182
78	0.7333333333333333
79	0.6013363028953229
80	0.6652719665271967
81	0.5294117647058824
82	0.574468085106383
83	0.5344827586206896
84	0.65
85	0.4655819774718398
86	0.7151898734177216
87	0.7192982456140351
88	0.6717171717171717
89	0.40476190476190477
90	0.7277936962750716
91	0.4444444444444444
92	0.8387096774193549
93	0.744
94	0.5
95	0.78
96	0.64
97	0.7877697841726619
98	0.7222222222222222
99	0.7692307692307693
100	0.8260869565217391
101	0.7857142857142857
102	0.7058823529411765
103	0.42162162162162165
104	0.6538461538461539
105	0.4567901234567901
106	0.7058823529411765
107	0.36
108	0.8045112781954887
109	0.5
110	0.8157894736842105
111	0.7222222222222222
112	0.4666666666666667
113	0.4986225895316804
114	0.7105263157894737
115	0.664179104477612
116	0.5046728971962616
117	0.3118556701030928
118	0.5155709342560554
119	0.45248868778280543
120	0.6296296296296297
121	0.7339055793991416
122	1.0
123	0.5370370370370371
124	0.6875
125	0.3764705882352941
126	0.5833333333333334
127	0.5238095238095238
128	0.5242718446601942
129	0.5029940119760479
130	0.5161290322580645
131	0.5434782608695652
132	0.7083333333333334
133	0.5876288659793815
134	0.6845637583892618
135	0.6405228758169934
136	0.75
137	0.7983870967741935
138	0.6629834254143646
139	0.32857142857142857
140	0.8833333333333333
141	0.6402439024390244
142	0.835820895522388
143	0.49885057471264366
144	0.6238532110091743
145	0.7522123893805309
146	0.7666666666666667
147	0.2708333333333333
148	0.7764705882352941
149	0.47101449275362317
150	0.5619834710743802
151	0.5533333333333333
152	0.6875
153	0.5
154	0.46875
155	0.5859375
156	0.3906810035842294
157	0.8383838383838383
158	0.6153846153846154
159	0.6048780487804878
160	0.6076923076923076
161	0.625
162	0.6387096774193548
163	0.6153846153846154
164	0.42105263157894735
165	0.6727272727272727
166	0.33986928104575165
167	0.7269938650306749
168	0.48
169	0.3103448275862069
170	0.5365853658536586
171	0.5
172	0.5471698113207547
173	0.6375
174	0.42857142857142855
175	0.7788461538461539
176	0.8181818181818182
177	0.5833333333333334
178	0.40625
179	0.6197183098591549
180	0.7068965517241379
181	0.8
182	0.8085106382978723
183	0.825
184	0.8064516129032258
185	0.5217391304347826
186	0.8648648648648649
187	0.5898876404494382
188	0.8069815195071869
189	0.6369426751592356
190	0.75
191	0.27848101265822783
192	0.5
193	0.627906976744186
194	0.7333333333333333
195	0.8636363636363636
196	0.8076923076923077
197	0.8846153846153846
198	0.4666666666666667
199	0.7121212121212122
200	0.6
201	0.5363636363636364
202	0.6076923076923076
203	0.5652173913043478
204	0.8214285714285714
205	0.5789473684210527
206	0.686046511627907
207	0.7164179104477612
208	0.6875
209	0.47619047619047616
210	0.7450980392156863
211	0.6355140186915887
212	0.7777777777777778
213	0.6033519553072626
214	0.3448275862068966
215	0.8333333333333334
216	0.3333333333333333
217	0.7891373801916933
218	0.6246575342465753
