0	319	3 
0	325	5 
0	466	4 
0	491	4 
0	933	4 
1	1	4 
1	316	3 
1	318	5 
1	447	2 
1	595	2 
1	618	5 
1	637	1 
1	674	5 
1	693	4 
1	727	4 
1	750	2 
1	783	4 
1	836	3 
1	839	5 
1	893	4 
1	953	2 
1	1017	2 
1	1169	3 
1	1198	4 
1	1233	5 
1	1371	3 
2	12	3 
2	30	4 
2	299	3 
2	330	4 
2	468	3 
2	494	5 
2	503	3 
2	555	3 
2	643	2 
2	647	3 
2	760	4 
2	772	5 
2	827	4 
2	877	5 
2	1043	2 
2	1088	3 
2	1249	3 
3	41	4 
3	66	4 
3	68	1 
3	225	4 
3	236	5 
3	434	4 
3	436	5 
3	473	2 
3	629	5 
3	634	3 
3	635	3 
3	640	5 
3	661	4 
3	678	4 
3	681	1 
3	735	4 
3	820	5 
3	1063	5 
3	1161	3 
4	289	3 
4	322	4 
4	382	4 
4	387	5 
4	443	4 
4	588	2 
4	602	4 
4	612	3 
4	1017	5 
4	1070	1 
4	1513	4 
5	23	4 
5	309	4 
5	672	4 
6	155	4 
6	192	2 
6	202	3 
6	228	4 
6	287	3 
6	305	3 
6	477	3 
6	523	3 
6	539	1 
6	541	2 
6	564	3 
6	598	4 
6	599	3 
6	731	4 
6	816	2 
6	895	4 
7	46	3 
7	52	3 
7	71	2 
7	111	3 
7	150	4 
7	158	4 
7	168	4 
7	220	3 
7	230	4 
7	232	4 
7	324	4 
7	328	3 
7	334	5 
7	344	5 
7	348	4 
7	350	5 
7	374	4 
7	382	4 
7	404	5 
7	587	2 
7	594	4 
7	602	1 
7	611	3 
7	613	4 
7	614	1 
7	629	5 
7	655	3 
7	689	4 
7	698	3 
7	702	4 
7	705	4 
7	716	3 
7	731	3 
7	735	2 
7	736	3 
7	747	1 
7	918	4 
7	948	3 
7	963	2 
7	967	4 
7	977	3 
7	995	2 
7	997	2 
7	1001	2 
7	1068	3 
7	1085	4 
7	1097	4 
7	1122	4 
7	1169	4 
7	1222	3 
7	1314	3 
7	1353	3 
8	22	4 
8	23	5 
8	136	3 
8	158	4 
8	179	5 
8	199	4 
8	224	5 
8	278	5 
8	341	4 
8	375	3 
8	424	4 
8	786	3 
8	797	2 
8	801	5 
9	18	5 
9	59	5 
9	66	5 
9	96	5 
9	106	5 
9	134	5 
9	166	5 
9	191	5 
9	199	5 
9	227	5 
9	273	5 
9	276	5 
9	278	5 
9	307	5 
9	314	5 
9	361	4 
9	399	5 
9	450	5 
9	462	5 
9	533	5 
9	710	4 
9	711	5 
9	819	5 
9	822	5 
9	1039	4 
9	1170	4 
9	1352	5 
9	1574	4 
10	18	5 
10	133	5 
10	139	5 
10	212	3 
10	299	5 
10	677	5 
10	933	5 
11	20	4 
11	21	4 
11	136	4 
11	140	4 
11	144	4 
11	211	4 
11	216	3 
11	240	4 
11	330	2 
11	331	4 
11	345	2 
11	355	5 
11	451	2 
11	509	2 
11	511	4 
11	513	4 
11	552	4 
11	561	4 
11	585	5 
11	647	4 
11	666	4 
11	795	4 
11	874	2 
11	1008	4 
